card_number,player_name,team_name,rarity_name,position,variant_type,is_autograph,is_numbered,print_run,product_name,season,source_verified
53,Mathias Pereira Lage,Stade Brestois 29,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
54,Martín Satriano,Stade Brestois 29,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
55,Écusson,Le Havre AC,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
56,Arthur Desmas,Le Havre AC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
57,Mathieu Gorgelin,Le Havre AC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
58,Gautier Lloris,Le Havre AC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
59,Loïc Négo,Le Havre AC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
60,Christopher Opéri,Le Havre AC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
61,Yoann Salmier,Le Havre AC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
62,Arouna Sangante,Le Havre AC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
63,Étienne Youte Kinkoue,Le Havre AC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
64,André Ayew,Le Havre AC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
65,Samuel Grandsir,Le Havre AC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
66,Yassine Kechta,Le Havre AC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
67,Daler Kuzyayev,Le Havre AC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
68,Oussama Targhalline,Le Havre AC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
69,Abdoulaye Touré,Le Havre AC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
70,Josué Casimir,Le Havre AC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
71,Antoine Joujou,Le Havre AC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
72,Emmanuel Sabbi,Le Havre AC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
73,Écusson,RC Lens,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
74,Jean-Louis Leca,RC Lens,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
75,Brice Samba,RC Lens,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
76,Ruben Aguilar,RC Lens,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
77,Kevin Danso,RC Lens,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
78,Jonathan Gradit,RC Lens,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
79,Deiver Machado,RC Lens,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
80,Facundo Medina,RC Lens,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
81,Salis Abdul Samed,RC Lens,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
82,Andy Diouf,RC Lens,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
83,Neil El Aynaoui,RC Lens,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
84,Przemysław Frankowski,RC Lens,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
85,Angelo Fulgini,RC Lens,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
86,David Pereira da Costa,RC Lens,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
87,Adrien Thomasson,RC Lens,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
88,Wesley Saïd,RC Lens,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
89,Florian Sotoca,RC Lens,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
90,Elye Wahi,RC Lens,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
91,Écusson,LOSC Lille,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
92,Lucas Chevalier,LOSC Lille,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
93,Vito Mannone,LOSC Lille,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
94,Alexsandro,LOSC Lille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
95,Bafodé Diakité,LOSC Lille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
96,Ismaily,LOSC Lille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
97,Gabriel Gudmundsson,LOSC Lille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
98,Tiago Santos,LOSC Lille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
99,Samuel Umtiti,LOSC Lille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
100,Leny Yoro,LOSC Lille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
101,Benjamin André,LOSC Lille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
102,Nabil Bentaleb,LOSC Lille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
103,Ayyoub Bouaddi,LOSC Lille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
104,Rémy Cabella,LOSC Lille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
105,Jonathan David,LOSC Lille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
106,Angel Gomes,LOSC Lille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
107,Hákon Arnar Haraldsson,LOSC Lille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
108,Edon Zhegrova,LOSC Lille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
109,Écusson,Olympique Lyonnais,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
110,Anthony Lopes,Olympique Lyonnais,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
111,Lucas Perri,Olympique Lyonnais,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
112,Duje Ćaleta-Car,Olympique Lyonnais,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
113,Saël Kumbedi,Olympique Lyonnais,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
114,Clinton Mata,Olympique Lyonnais,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
115,Jake O'Brien,Olympique Lyonnais,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
116,Nicolás Tagliafico,Olympique Lyonnais,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
117,Maxence Caqueret,Olympique Lyonnais,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
118,Rayan Cherki,Olympique Lyonnais,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
119,Ainsley Maitland-Niles,Olympique Lyonnais,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
120,Orel Mangala,Olympique Lyonnais,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
121,Nemanja Matić,Olympique Lyonnais,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
122,Corentin Tolisso,Olympique Lyonnais,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
123,Malick Fofana,Olympique Lyonnais,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
124,Alexandre Lacazette,Olympique Lyonnais,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
125,Ernest Nuamah,Olympique Lyonnais,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
126,Gift Orban,Olympique Lyonnais,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
127,Écusson,Olympique de Marseille,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
128,Rubén Blanco,Olympique de Marseille,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
129,Pau López,Olympique de Marseille,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
130,Leonardo Balerdi,Olympique de Marseille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
131,Jonathan Clauss,Olympique de Marseille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
132,Samuel Gigot,Olympique de Marseille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
133,Chancel Mbemba,Olympique de Marseille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
134,Bamo Meïté,Olympique de Marseille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
135,Quentin Merlin,Olympique de Marseille,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
136,Amine Harit,Olympique de Marseille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
137,Geoffrey Kondogbia,Olympique de Marseille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
138,Azzedine Ounahi,Olympique de Marseille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
139,Valentin Rongier,Olympique de Marseille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
140,Jordan Veretout,Olympique de Marseille,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
141,Pierre-Emerick Aubameyang,Olympique de Marseille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
142,Faris Moumbagna,Olympique de Marseille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
143,Iliman Ndiaye,Olympique de Marseille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
144,Ismaïla Sarr,Olympique de Marseille,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
145,Écusson,AS Monaco,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
146,Philipp Köhn,AS Monaco,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
147,Radosław Majecki,AS Monaco,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
148,Ismail Jakobs,AS Monaco,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
149,Thilo Kehrer,AS Monaco,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
150,Soungoutou Magassa,AS Monaco,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
151,Guillermo Maripán,AS Monaco,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
152,Wilfried Singo,AS Monaco,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
153,Vanderson,AS Monaco,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
154,Maghnes Akliouche,AS Monaco,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
155,Eliesse Ben Seghir,AS Monaco,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
156,Lamine Camara,AS Monaco,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
157,Youssouf Fofana,AS Monaco,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
158,Aleksandr Golovin,AS Monaco,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
159,Denis Zakaria,AS Monaco,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
160,Folarin Balogun,AS Monaco,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
161,Krépin Diatta,AS Monaco,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
162,Takumi Minamino,AS Monaco,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
163,Écusson,Montpellier HSC,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
164,Dimitry Bertaud,Montpellier HSC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
165,Benjamin Lecomte,Montpellier HSC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
166,Christopher Jullien,Montpellier HSC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
167,Boubakar Kouyaté,Montpellier HSC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
168,Bećir Omeragić,Montpellier HSC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
169,Falaye Sacko,Montpellier HSC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
170,Issiaga Sylla,Montpellier HSC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
171,Enzo Tchato,Montpellier HSC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
172,Joris Chotard,Montpellier HSC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
173,Khalil Fayad,Montpellier HSC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
174,Jordan Ferri,Montpellier HSC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
175,Léo Leroy,Montpellier HSC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
176,Wahbi Khazri,Montpellier HSC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
177,Téji Savanier,Montpellier HSC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
178,Akor Adams,Montpellier HSC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
179,Arnaud Nordin,Montpellier HSC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
180,Mousa Al-Tamari,Montpellier HSC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
181,Écusson,FC Nantes,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
182,Rémy Descamps,FC Nantes,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
183,Alban Lafont,FC Nantes,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
184,Kelvin Amian,FC Nantes,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
185,Jean-Charles Castelletto,FC Nantes,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
186,Jean-Kévin Duverne,FC Nantes,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
187,Bastien Meupiyou,FC Nantes,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
188,Nicolas Pallois,FC Nantes,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
189,Nathan Zézé,FC Nantes,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
190,Douglas Augusto,FC Nantes,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
191,Pedro Chirivella,FC Nantes,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
192,Florent Mollet,FC Nantes,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
193,Samuel Moutoussamy,FC Nantes,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
194,Moussa Sissoko,FC Nantes,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
195,Marcus Coco,FC Nantes,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
196,Tino Kadewere,FC Nantes,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
197,Mostafa Mohamed,FC Nantes,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
198,Moses Simon,FC Nantes,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
199,Écusson,OGC Nice,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
200,Marcin Bułka,OGC Nice,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
201,Maxime Dupé,OGC Nice,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
202,Melvin Bard,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
203,Dante,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
204,Jordan Lotomba,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
205,Romain Perraud,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
206,Jean-Clair Todibo,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
207,Hicham Boudaoui,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
208,Youssouf Ndayishimiye,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
209,Pablo Rosario,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
210,Morgan Sanson,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
211,Khéphren Thuram,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
212,Jérémie Boga,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
213,Mohamed-Ali Cho,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
214,Evann Guessand,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
215,Gaëtan Laborde,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
216,Terem Moffi,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
